home_age,home_value,square_feet,location_risk,construction_type,security_system,smoke_detectors,flood_zone,roof_age,owner_age,claims_history,garage,premium
57,1167713,1316,low,wood,yes,no,no,3,59,0,yes,2570
90,1285017,5987,medium,steel,yes,yes,no,3,59,2,yes,3476
15,1004666,1568,low,steel,no,yes,no,27,75,3,no,3150
33,264021,5007,low,brick,yes,yes,yes,29,71,2,yes,2651
11,709449,4701,low,brick,yes,no,yes,0,75,0,yes,1998
19,506797,3195,high,concrete,no,no,yes,22,26,1,no,3316
42,649840,1237,medium,wood,yes,no,no,2,58,2,yes,2729
82,880594,5153,low,steel,yes,no,yes,11,72,1,no,3569
86,418435,2364,low,wood,no,no,no,16,58,2,no,3390
58,968257,3218,high,brick,yes,yes,no,15,47,0,yes,2959
18,461756,4151,high,wood,yes,yes,yes,27,54,1,yes,3920
18,769550,2715,medium,concrete,no,no,yes,13,54,3,no,3785
22,1288219,719,low,steel,no,yes,no,22,44,3,no,3467
89,314847,5659,low,steel,yes,yes,yes,2,79,1,yes,2826
52,424374,1447,low,steel,no,yes,no,18,28,2,yes,2596
44,328118,1474,medium,brick,no,no,yes,28,53,1,yes,3429
31,801199,3594,high,steel,yes,no,yes,28,30,3,yes,4516
9,829643,3657,high,brick,no,yes,no,18,37,2,no,2896
50,874715,3916,medium,concrete,no,yes,no,15,30,1,yes,2727
61,419552,4251,high,steel,yes,yes,yes,3,65,2,yes,3624
19,1089074,2464,low,wood,no,yes,no,20,64,2,no,3333
52,255308,1920,low,brick,yes,no,yes,29,49,0,no,2609
55,1082368,2338,medium,brick,yes,no,yes,16,44,0,yes,3338
25,604929,4620,high,wood,no,yes,yes,18,33,2,yes,4100
79,400632,1533,medium,wood,yes,yes,yes,11,63,3,yes,3961
69,1029758,3275,medium,concrete,no,no,no,29,30,3,yes,3934
75,431607,4276,high,brick,yes,no,no,0,79,2,yes,2975
13,717865,3261,medium,concrete,yes,no,no,18,66,2,no,2731
34,626785,1971,low,wood,no,yes,yes,18,33,0,no,3229
72,297348,874,medium,steel,no,yes,no,19,30,3,no,2816
25,1034358,3277,low,wood,no,no,no,11,40,0,no,2491
91,1068321,3736,low,wood,no,no,yes,25,57,3,yes,5209
75,505123,668,medium,concrete,yes,no,no,11,54,3,yes,3134
64,915868,3374,low,concrete,yes,yes,yes,16,34,1,no,3516
82,474071,5004,medium,wood,no,yes,no,4,23,2,yes,3530
10,1215071,2794,medium,concrete,yes,no,yes,27,61,1,yes,3442
97,429239,1177,high,brick,no,no,yes,3,78,3,no,4488
17,584444,4871,medium,concrete,no,yes,no,28,78,0,yes,2152
5,1132872,2848,low,concrete,yes,yes,no,4,65,2,no,2535
87,584379,4007,medium,steel,yes,yes,no,5,46,1,no,2969
67,377821,3798,medium,steel,no,yes,no,2,34,3,yes,2677
10,1259433,1774,high,steel,yes,yes,yes,14,34,3,yes,4363
27,825887,1784,high,brick,no,no,yes,2,54,1,no,3172
56,1000065,829,low,concrete,no,yes,no,12,48,2,yes,3122
7,492254,2545,low,concrete,no,no,yes,4,61,1,yes,2165
29,1391782,4584,low,steel,no,yes,no,20,58,1,no,2923
49,235834,1804,low,brick,yes,no,yes,8,40,0,yes,2121
39,1388072,1445,high,concrete,yes,no,no,22,43,0,no,3338
70,904883,4388,medium,concrete,yes,no,no,14,73,1,yes,3033
9,112027,1026,high,concrete,no,yes,yes,21,38,1,yes,2927
72,568852,3753,high,concrete,no,no,yes,1,72,3,no,4363
61,763508,2027,high,brick,no,no,yes,8,23,2,yes,4082
78,338939,1077,medium,steel,no,no,yes,25,33,3,no,3879
54,274146,2554,medium,steel,yes,yes,no,14,54,0,yes,1563
9,1286156,1656,high,brick,no,yes,no,2,49,2,yes,3112
60,590697,5445,medium,concrete,no,yes,yes,6,47,2,yes,3866
52,766512,3240,high,concrete,no,no,yes,7,46,0,no,3462
75,719156,3514,high,brick,yes,no,yes,12,49,3,yes,4331
11,314984,4131,low,brick,no,no,no,24,52,1,yes,1815
35,1294960,1113,high,wood,yes,no,no,29,65,1,no,3579
75,922431,4089,high,brick,no,yes,yes,20,52,2,no,4758
36,1262031,5027,high,concrete,yes,no,no,21,48,2,yes,3705
55,1017157,2039,low,brick,no,no,yes,14,72,1,no,3373
3,1193659,1132,medium,steel,yes,no,no,5,65,2,no,2915
83,381041,2652,low,concrete,yes,no,no,20,22,1,no,2129
72,247131,4526,medium,brick,yes,yes,yes,12,56,0,yes,2764
53,1428965,4999,low,brick,no,yes,yes,6,54,0,yes,3501
28,449392,3511,medium,brick,yes,yes,no,16,22,1,yes,2185
53,769108,3868,low,concrete,yes,yes,yes,14,30,2,no,3199
54,1216425,1877,high,brick,yes,no,no,4,54,0,yes,3006
53,1352320,1466,medium,brick,yes,yes,no,26,65,1,yes,3401
65,496778,3485,low,steel,yes,yes,yes,9,74,1,no,3004
53,601144,2653,low,wood,yes,yes,yes,21,58,2,no,3683
40,732741,4837,low,steel,yes,yes,no,11,68,2,no,2302
94,274336,5070,medium,wood,yes,no,yes,18,36,3,yes,4307
41,1379311,5844,high,steel,no,no,no,17,36,2,no,3829
38,195065,5886,low,brick,yes,no,yes,3,70,0,yes,2372
75,1189608,5743,medium,brick,yes,no,no,12,50,0,no,2985
29,1489580,2306,medium,concrete,yes,yes,yes,2,62,0,no,3379
31,1186464,2756,high,concrete,yes,yes,no,5,42,1,no,3092
61,433308,2857,high,steel,yes,no,yes,5,67,1,no,3164
74,813943,1825,high,steel,no,yes,no,3,39,1,no,3338
99,233314,2033,medium,wood,no,no,yes,27,37,0,yes,3587
40,914391,2649,medium,concrete,yes,yes,no,3,76,3,yes,2953
93,895026,2421,high,steel,no,no,yes,12,50,1,yes,4146
2,1149340,3390,low,brick,no,no,no,9,62,3,yes,3087
48,569533,3413,high,steel,no,no,yes,9,48,1,no,3411
1,1124803,1734,high,wood,no,yes,yes,10,36,0,no,3660
59,1121876,2576,high,concrete,yes,no,no,12,73,3,no,3989
32,620297,1856,high,concrete,no,no,yes,9,74,1,yes,3313
88,112409,2834,low,brick,no,no,yes,10,68,0,no,2504
2,381530,5994,low,concrete,yes,no,no,17,30,1,yes,1790
59,1212771,3613,high,concrete,yes,yes,no,6,49,2,yes,3525
3,647798,5583,medium,wood,yes,yes,yes,8,23,0,yes,2869
73,389482,4906,medium,concrete,yes,yes,yes,12,42,1,yes,2866
49,610723,2969,low,steel,no,no,yes,24,32,3,yes,4002
88,365268,806,high,brick,no,no,yes,9,53,1,yes,3552
76,234267,4578,medium,concrete,no,no,no,17,43,3,no,3103
34,867551,1713,low,steel,no,no,yes,14,56,2,no,3238
62,1007276,4760,low,brick,no,no,no,24,63,2,no,2950
34,963283,1622,low,brick,no,yes,yes,4,62,3,yes,3335
23,108078,3124,low,wood,yes,yes,yes,14,37,1,no,2889
19,648970,2064,high,concrete,no,no,yes,10,52,3,yes,3671
52,1344680,969,low,brick,yes,no,no,27,31,2,yes,3231
60,151823,3320,medium,brick,no,no,yes,5,61,2,yes,3309
96,1238807,3301,high,brick,yes,no,yes,0,57,2,yes,4333
28,106210,5127,low,brick,yes,no,yes,13,42,3,no,2930
90,999153,2886,medium,wood,yes,no,yes,14,29,2,no,4457
49,534128,4988,medium,brick,no,yes,yes,28,68,1,yes,3423
45,1128809,2441,medium,brick,no,no,no,6,63,3,no,3558
76,1465688,5396,high,wood,no,yes,yes,14,79,2,yes,5217
95,880132,924,high,wood,no,yes,yes,15,65,3,no,5066
60,1154364,5125,medium,wood,no,no,no,23,68,2,yes,4174
75,919118,5049,high,brick,yes,yes,no,4,54,0,no,2558
56,410899,2278,low,steel,no,no,no,21,61,2,no,2850
4,1445649,2119,low,steel,yes,no,no,19,43,1,no,2940
18,1332516,4988,low,brick,yes,no,yes,18,51,0,no,2907
29,272791,3442,high,concrete,no,no,no,18,44,3,yes,2948
39,757006,3271,high,concrete,no,yes,no,17,73,2,yes,3615
55,146015,1880,high,concrete,yes,no,no,25,36,0,no,2216
58,1256666,5076,medium,wood,no,yes,yes,5,68,3,yes,5040
47,851394,5919,low,concrete,yes,yes,yes,8,64,0,yes,3021
31,1048996,824,medium,concrete,yes,no,no,29,75,1,yes,2977
28,968913,1502,medium,wood,no,no,yes,2,47,3,yes,4254
27,1007579,5366,low,steel,yes,no,yes,16,37,1,yes,3091
30,888238,1206,high,brick,no,yes,yes,9,31,2,yes,3871
49,852090,5138,medium,steel,no,no,no,15,57,3,no,3876
42,1351698,4877,medium,wood,yes,no,yes,0,49,0,no,4114
75,322822,4171,high,concrete,no,no,yes,3,63,0,no,3059
78,1191092,1041,high,concrete,yes,yes,yes,29,47,3,no,4675
68,710561,3255,low,steel,no,yes,no,0,52,0,no,2020
1,342386,5639,medium,wood,yes,no,yes,25,39,3,yes,3270
44,947347,4962,low,wood,no,no,no,17,38,1,no,3261
37,468209,4206,medium,steel,no,no,yes,19,69,1,no,3104
33,572073,3577,low,concrete,yes,no,no,3,73,1,yes,1663
21,297284,1400,low,wood,no,yes,yes,10,53,1,no,2494
88,418102,3112,high,steel,no,yes,yes,27,60,2,yes,4120
40,1157192,1592,medium,concrete,yes,no,no,23,77,3,yes,3367
61,1477856,2779,low,concrete,no,yes,no,3,72,3,no,3805
13,613785,1524,high,concrete,no,yes,yes,18,72,2,no,3160
98,654495,2625,high,brick,yes,no,yes,3,26,0,no,3517
38,387349,2374,high,wood,no,yes,yes,4,63,2,no,3973
29,1210149,5570,medium,wood,no,no,yes,20,79,0,yes,4202
53,478897,2750,low,concrete,no,yes,no,12,76,0,yes,1687
64,533918,5377,medium,brick,no,no,yes,3,50,1,yes,3264
36,198471,3626,medium,wood,no,yes,yes,9,57,3,no,3698
5,423500,3856,high,wood,no,no,no,17,60,1,yes,2534
20,173744,2713,medium,brick,no,yes,no,2,71,2,no,1825
93,1410681,2782,medium,wood,yes,yes,yes,25,32,2,yes,5286
11,1090092,4752,low,wood,no,yes,no,25,54,2,yes,3217
72,101497,1389,high,steel,yes,no,no,18,75,0,no,2406
28,1280190,5602,high,wood,yes,yes,yes,4,25,0,yes,4132
49,1415155,1293,low,brick,no,yes,no,10,69,1,yes,2758
41,327478,2283,medium,brick,yes,yes,no,1,76,2,no,2374
18,1376972,4507,low,concrete,yes,yes,no,17,54,3,no,3386
30,1415022,3546,low,steel,yes,yes,no,10,22,1,yes,3028
14,144453,5161,medium,concrete,no,yes,yes,11,42,2,yes,2949
56,1384234,1623,high,steel,yes,yes,no,15,38,2,yes,3983
73,1274919,2065,low,steel,yes,no,no,25,55,1,no,3254
74,759212,626,medium,concrete,no,yes,no,1,50,0,no,2285
89,198977,1371,high,wood,yes,yes,no,26,24,2,no,3414
52,463968,4914,low,steel,yes,no,yes,21,70,1,yes,3025
91,963199,4403,low,concrete,yes,no,yes,23,45,2,yes,4130
66,1412777,2477,high,concrete,yes,no,no,25,55,0,no,3787
67,580331,1793,low,concrete,yes,no,no,15,23,1,yes,2390
29,810377,2036,low,concrete,no,no,yes,15,52,0,yes,2808
27,1473928,2215,medium,concrete,no,no,no,21,61,2,no,3344
68,1100161,3066,low,wood,no,no,yes,3,28,3,no,4669
35,1439608,4458,low,brick,no,no,yes,7,72,0,yes,3431
91,1375171,3787,medium,wood,yes,yes,no,3,50,3,yes,4343
83,1253027,2598,medium,brick,no,no,no,10,74,2,yes,3730
10,619545,3616,high,steel,no,yes,no,24,72,2,yes,2577
26,245044,3108,high,steel,no,no,yes,7,32,2,yes,3563
71,1240412,1602,high,concrete,no,yes,yes,28,64,1,yes,4630
91,500472,748,medium,wood,yes,yes,no,11,74,0,no,2989
94,655829,2501,low,concrete,no,no,no,3,46,0,yes,2734
76,420317,2840,low,wood,no,no,yes,6,40,1,yes,2776
61,491442,3904,low,steel,no,no,no,12,32,1,yes,2166
69,423073,2340,low,wood,yes,no,yes,10,66,0,yes,2790
56,1389365,4857,medium,concrete,no,no,no,9,56,2,no,3778
77,996312,3623,high,concrete,yes,no,yes,26,54,0,yes,3794
64,727698,5248,high,steel,no,yes,yes,8,26,2,yes,4399
41,315139,5016,high,brick,no,yes,no,5,56,3,yes,3395
4,254882,979,medium,steel,yes,yes,no,16,24,3,no,1967
66,117686,3410,high,concrete,yes,yes,no,12,52,2,yes,2849
37,561827,2413,medium,steel,no,no,yes,5,33,0,no,2460
34,360507,1300,low,brick,no,no,no,23,25,1,yes,2062
50,901093,1749,medium,concrete,no,no,yes,24,53,1,no,3524
70,1158728,5919,medium,brick,yes,yes,yes,16,71,3,no,4851
90,183620,5944,high,wood,yes,no,yes,12,71,2,no,4394
75,914028,1180,low,wood,yes,no,yes,20,45,0,no,3492
42,297632,2145,medium,steel,yes,yes,no,14,72,3,no,2959
1,1370359,4634,medium,concrete,yes,no,yes,15,57,0,yes,3259
34,877395,1869,medium,wood,yes,no,no,20,23,1,yes,3145
85,194217,1011,medium,concrete,no,no,no,23,26,0,yes,2314
10,684054,2396,high,concrete,no,yes,yes,6,33,1,no,3199
5,369763,3203,high,concrete,no,yes,yes,20,46,2,no,3556
90,916237,5044,high,brick,yes,no,yes,12,62,3,yes,4930
44,1078044,5684,low,steel,no,yes,yes,27,45,0,yes,3347
19,377935,2420,high,brick,no,no,no,5,78,0,no,2042
21,709580,2085,medium,concrete,yes,yes,yes,7,46,1,no,2872
34,884486,1915,medium,wood,no,yes,yes,21,65,3,no,4549
29,298254,3962,low,wood,yes,yes,yes,9,66,2,no,3377
79,393780,5064,low,wood,yes,no,yes,20,78,2,yes,3572
40,556813,5983,medium,steel,no,yes,yes,9,66,3,yes,4106
80,677759,1895,high,brick,no,yes,no,0,79,1,no,2876
18,1294207,2791,high,brick,no,yes,yes,11,39,2,yes,4208
49,249210,2176,medium,steel,no,yes,yes,7,72,0,no,2423
61,887182,5215,low,brick,yes,yes,no,7,41,0,yes,2223
65,917782,1933,medium,steel,yes,no,no,28,54,1,no,3070
75,458613,3023,low,steel,yes,no,yes,21,50,2,yes,3186
36,1096899,3424,high,wood,no,yes,no,6,50,3,yes,3746
96,775158,3645,high,steel,no,no,no,6,43,2,no,3751
92,1127428,3865,medium,wood,yes,yes,no,14,33,0,yes,3407
70,316502,1110,high,wood,yes,no,yes,11,55,1,no,3378
7,118687,2968,medium,wood,no,yes,yes,15,25,3,yes,3461
61,850587,2099,medium,brick,no,yes,no,26,26,1,yes,3061
64,1299886,1455,low,steel,no,yes,yes,15,73,3,no,4811
88,326345,2550,medium,concrete,no,yes,yes,1,75,3,yes,3840
74,277539,4627,medium,wood,yes,yes,no,13,79,0,no,2693
30,782678,3916,high,wood,yes,yes,yes,15,31,0,yes,3679
17,1127274,1186,low,brick,yes,yes,yes,13,43,3,yes,3648
44,880848,961,low,brick,no,no,yes,5,78,2,no,3371
72,1376746,2272,low,wood,yes,no,yes,22,46,3,yes,4647
76,965333,5411,high,concrete,yes,no,yes,23,22,3,no,4793
26,793737,1606,low,brick,no,yes,yes,28,31,3,yes,3624
17,946240,5268,high,brick,no,yes,yes,17,36,1,yes,3719
35,152957,4647,low,steel,no,no,yes,9,61,0,yes,1906
46,408221,3933,medium,brick,no,no,no,23,52,3,no,3035
5,281607,4996,low,brick,no,no,yes,26,74,1,yes,2820
45,1160388,5668,high,steel,yes,yes,no,14,38,1,no,3084
75,480108,3196,high,wood,no,no,no,17,33,2,no,3863
16,193062,5690,medium,steel,yes,yes,yes,8,26,0,no,2666
58,121558,5699,medium,steel,yes,no,yes,15,59,2,yes,3627
42,1332778,2481,high,wood,no,no,no,15,69,3,no,4556
94,1281918,3872,low,wood,no,no,no,1,60,3,yes,4231
60,794989,5309,medium,steel,no,no,no,14,72,0,yes,3018
56,1427787,5829,medium,concrete,yes,yes,yes,18,30,3,no,4669
6,608505,4666,low,brick,yes,no,no,23,72,0,no,2049
20,1232539,4592,high,brick,no,yes,no,10,38,1,no,3314
84,150684,3209,medium,brick,yes,yes,yes,21,50,0,no,3136
24,592480,5203,medium,wood,no,yes,yes,28,72,1,yes,3655
91,723098,1490,high,brick,no,yes,no,24,76,0,no,3266
67,798142,3446,low,wood,yes,yes,yes,7,63,0,yes,3459
88,158538,2295,low,wood,no,no,yes,9,38,1,yes,3177
52,1403402,5578,medium,concrete,yes,no,yes,5,67,2,yes,3986
10,1331115,1415,high,brick,no,no,no,18,35,1,yes,3493
25,1029984,1098,low,wood,no,no,yes,2,41,0,no,3201
92,1219411,2280,high,brick,yes,yes,no,17,76,3,no,4177
82,863973,3860,medium,wood,no,no,yes,7,68,2,yes,4534
45,247164,1936,low,steel,no,no,yes,25,48,3,yes,3331
78,1397526,5149,high,wood,no,no,yes,28,72,0,no,4888
1,1070444,5680,high,wood,yes,yes,no,20,60,2,no,3567
84,1345917,848,medium,wood,no,no,yes,8,69,2,no,4512
25,1349739,2296,low,steel,yes,yes,no,4,41,0,no,2385
76,268393,1258,medium,concrete,no,yes,no,4,44,3,no,2735
73,891094,5370,medium,brick,no,no,yes,23,30,3,no,4750
9,920169,1288,low,steel,yes,yes,yes,14,79,0,yes,2668
42,231333,2877,high,brick,yes,no,yes,23,74,2,no,3289
63,1103703,2299,high,steel,yes,no,yes,27,72,2,no,4509
25,874663,823,high,wood,no,no,no,1,70,0,no,2540
94,557683,2359,low,steel,no,yes,no,23,40,3,yes,3493
48,721366,4415,medium,brick,no,no,no,12,53,3,no,3058
55,529583,653,high,brick,no,no,no,22,73,3,no,3535
92,575521,5755,high,brick,yes,no,no,11,33,0,yes,2796
66,1294559,1299,low,concrete,yes,no,yes,27,23,1,no,3961
89,669596,1185,low,steel,no,no,yes,21,57,0,no,3092
82,1346218,3971,medium,wood,yes,no,no,28,42,1,no,4517
24,1081591,4984,medium,steel,yes,yes,yes,2,61,3,no,3932
82,1376114,2051,high,concrete,no,yes,no,4,64,0,no,3475
91,216227,910,high,brick,yes,yes,yes,28,32,1,yes,3676
44,931555,3105,low,brick,yes,no,yes,17,49,3,yes,3892
56,1175626,1722,medium,concrete,yes,yes,yes,10,33,3,yes,4102
35,376304,941,high,steel,no,no,no,29,26,3,yes,3349
34,1079480,5258,low,wood,yes,yes,yes,15,71,0,no,3327
6,447751,1582,medium,brick,no,yes,no,8,36,3,no,2902
49,164577,4318,medium,concrete,no,yes,yes,20,53,3,yes,3192
16,137558,4396,medium,concrete,no,no,no,23,38,2,no,2631
87,969152,2008,low,wood,yes,yes,yes,20,62,1,yes,3953
92,855733,1056,medium,concrete,yes,yes,no,25,57,3,no,3461
13,336585,2249,low,concrete,yes,no,yes,8,35,0,no,1608
12,1160043,2310,low,concrete,yes,no,no,11,62,1,yes,2364
11,177322,2182,low,brick,yes,yes,yes,10,30,3,yes,2387
47,445549,5769,medium,brick,yes,no,no,0,38,3,no,2904
60,1201901,5638,high,steel,yes,yes,no,5,65,1,yes,3359
49,1269511,964,high,wood,yes,yes,yes,12,28,1,yes,4457
52,614026,1768,low,concrete,yes,no,no,23,53,1,no,1966
61,425909,744,low,concrete,yes,yes,yes,27,65,0,yes,2069
86,181544,1666,high,brick,yes,no,no,22,65,1,yes,2409
95,743790,1571,medium,brick,no,yes,no,1,27,0,no,2883
91,1096090,2176,high,brick,yes,yes,no,28,37,3,no,4591
91,638336,4824,high,wood,yes,no,no,17,23,1,yes,3803
40,1177304,4753,medium,brick,no,yes,no,15,31,2,yes,3683
90,468978,4749,low,concrete,no,yes,yes,26,25,0,no,3253
71,698289,1847,high,concrete,yes,no,no,9,26,3,yes,3947
75,991787,4386,low,concrete,yes,no,yes,16,58,0,no,3181
53,382489,732,medium,steel,no,no,yes,15,60,0,yes,2859
61,1011204,4245,medium,wood,yes,yes,yes,16,47,0,yes,3775
22,1415248,1866,medium,concrete,no,no,no,14,51,1,yes,3236
83,1466625,809,medium,concrete,no,no,yes,2,23,2,yes,4736
38,1060385,4937,medium,concrete,no,no,yes,2,72,2,no,3775
84,613912,3881,low,brick,no,no,no,26,39,3,no,3058
61,1379235,3915,medium,concrete,yes,no,no,23,28,3,no,4003
83,300699,5790,low,brick,no,yes,no,8,67,2,no,2288
83,197964,1413,medium,brick,no,yes,no,4,68,2,no,2581
47,429901,4120,low,wood,yes,yes,yes,16,44,0,no,2824
27,471906,4049,medium,wood,no,yes,no,29,78,3,yes,3263
81,205425,2731,medium,concrete,no,yes,yes,17,41,2,yes,2939
18,808024,2048,low,wood,no,yes,yes,26,36,2,yes,3798
20,106415,2295,high,brick,no,no,no,15,73,2,no,3132
42,636883,2109,medium,brick,no,yes,no,19,75,3,yes,3162
41,1107493,2558,low,concrete,yes,no,no,8,49,0,yes,2063
72,593774,2736,low,concrete,yes,no,yes,14,67,0,no,2429
58,409125,3655,high,concrete,no,no,no,27,24,1,yes,3153
40,865660,4874,medium,brick,yes,no,no,20,24,3,yes,3244
75,550330,1828,high,brick,yes,yes,no,8,78,1,yes,2511
30,819346,2154,low,concrete,no,yes,no,28,76,2,no,3079
12,630033,3162,medium,concrete,no,yes,yes,12,33,0,yes,2586
62,478617,4811,high,brick,no,yes,yes,0,78,3,yes,4091
62,1328076,4018,medium,wood,no,no,no,15,55,0,no,3729
87,959560,3048,low,brick,no,yes,no,8,57,1,no,2567
70,1075961,4994,high,wood,no,no,no,23,29,2,no,4317
99,594619,5364,low,concrete,yes,yes,no,12,30,0,yes,2711
15,1168575,5205,low,brick,yes,no,yes,29,56,1,yes,3331
92,685524,3779,high,concrete,yes,yes,no,13,45,1,yes,3089
7,145085,4483,high,concrete,no,yes,no,10,45,3,no,2646
6,213919,1607,high,concrete,no,no,no,0,56,2,no,2413
27,244030,1139,low,steel,no,yes,yes,22,32,2,yes,3133
2,904360,811,medium,steel,no,yes,yes,13,77,0,no,2852
6,610274,5828,medium,brick,no,yes,no,20,27,0,no,2211
61,517700,4670,medium,steel,yes,no,no,25,46,1,yes,2630
32,815121,4493,medium,brick,yes,yes,yes,23,22,0,yes,3309
29,748347,1993,medium,wood,no,no,no,19,30,2,yes,3221
98,1030797,3379,medium,brick,yes,no,no,17,77,3,no,3909
65,1372473,3176,high,steel,yes,yes,no,0,33,0,yes,3503
15,527090,1863,medium,steel,yes,yes,no,22,34,0,no,1905
10,1454132,4073,low,wood,yes,no,yes,0,50,0,yes,3448
10,417263,1612,low,wood,yes,yes,yes,24,67,3,yes,3350
10,1422263,1395,medium,brick,yes,no,yes,16,53,2,no,3839
37,765267,1803,low,brick,no,no,no,21,52,0,no,1784
32,633593,3943,low,concrete,yes,no,yes,1,47,0,no,2499
36,1316820,5624,medium,concrete,no,no,yes,26,61,3,no,4752
64,831075,4780,high,brick,yes,yes,yes,21,45,2,no,4250
89,882820,3972,high,wood,no,yes,yes,21,36,2,yes,5315
15,881418,1020,medium,brick,no,yes,yes,15,63,3,yes,4067
73,954989,2857,high,concrete,no,yes,yes,4,76,3,yes,4472
16,938654,661,high,wood,yes,no,yes,4,72,0,yes,3281
83,306328,4700,medium,concrete,yes,yes,no,23,27,0,no,1960
46,1477386,5191,low,brick,no,no,no,6,50,2,yes,3554
44,1016711,3778,high,brick,no,yes,yes,20,52,1,yes,4222
76,1376710,2146,medium,steel,yes,yes,no,3,37,1,no,3098
35,303347,2350,low,brick,no,no,yes,0,31,3,yes,3020
51,1467115,1330,high,steel,yes,yes,no,29,77,2,no,4238
58,646756,778,medium,steel,no,yes,yes,17,66,1,yes,3159
5,554916,1128,high,steel,yes,no,yes,9,61,1,no,2846
38,816005,2010,high,steel,yes,no,yes,6,25,3,no,4054
6,1084969,3199,medium,concrete,yes,no,no,25,50,2,no,3171
51,1376687,935,low,brick,no,no,no,10,29,1,no,3047
14,1106551,3235,medium,brick,yes,no,yes,0,61,2,yes,3419
48,341884,5453,low,brick,no,no,no,28,32,3,yes,2816
12,1421357,1674,medium,steel,no,no,yes,28,22,1,no,3636
86,471484,5336,medium,concrete,yes,no,no,24,64,0,no,2528
52,393275,5416,high,concrete,no,no,yes,5,58,0,no,3229
68,629013,810,low,steel,no,no,yes,4,44,2,no,3593
59,489748,2267,low,steel,no,no,no,21,51,2,no,2821
18,1384496,2054,low,brick,no,yes,yes,12,36,1,yes,3488
53,1241444,5630,high,concrete,no,yes,yes,16,50,2,no,4736
31,1142113,4744,medium,wood,no,no,yes,17,45,1,no,4117
35,1482573,1040,high,wood,yes,yes,yes,6,30,2,no,4459
4,1384198,1150,medium,wood,no,no,no,5,64,2,no,3677
9,1081512,1051,medium,wood,no,no,yes,6,32,3,no,4490
15,582467,3816,medium,steel,yes,no,no,11,36,2,yes,2222
42,726510,1254,medium,brick,yes,yes,no,5,65,0,yes,2251
59,1294161,4942,medium,wood,no,no,yes,22,67,0,yes,4445
85,1027515,1267,high,brick,no,yes,yes,15,59,3,no,5012
96,882362,3037,low,brick,yes,no,yes,22,69,3,yes,4592
73,261645,2600,medium,concrete,yes,yes,no,21,47,3,no,2740
32,560462,4976,high,wood,yes,yes,yes,7,66,3,yes,4068
80,1352512,4222,high,brick,no,no,no,14,58,1,yes,3922
45,145433,4840,high,concrete,yes,yes,yes,29,45,2,no,3413
5,1431296,3110,high,steel,no,yes,yes,22,43,2,yes,4370
31,1117711,5516,high,brick,yes,no,no,8,39,0,no,3044
25,787082,1993,medium,brick,no,yes,yes,12,30,0,no,2958
56,535614,2155,low,concrete,yes,yes,yes,20,50,0,yes,2644
1,221229,4014,medium,brick,yes,yes,yes,11,53,1,no,2418
61,130434,3989,medium,steel,no,yes,no,27,33,2,yes,2660
67,891853,2494,low,steel,yes,no,no,13,62,3,no,3198
85,979554,4963,medium,concrete,no,yes,yes,7,38,1,no,3940
92,1147311,3626,low,wood,yes,yes,no,14,46,0,no,3363
67,1128489,1511,medium,brick,no,no,no,23,74,3,yes,4076
42,619091,4697,low,brick,no,yes,yes,23,35,0,yes,2981
96,1113809,1571,high,wood,no,yes,no,3,46,1,yes,3968
96,1227747,716,low,steel,no,yes,yes,8,48,0,yes,3424
94,642209,4447,medium,brick,no,no,no,25,34,2,no,3312
59,801258,1036,medium,concrete,yes,no,yes,19,58,3,yes,4608
50,609390,3887,low,concrete,no,yes,no,5,31,2,yes,2529
77,888214,2184,high,concrete,no,no,no,26,75,2,no,4000
34,905364,4912,medium,brick,yes,no,yes,5,30,3,no,4075
68,270725,5266,high,wood,yes,yes,yes,1,34,0,yes,3303
54,892305,2195,low,brick,no,yes,no,27,28,0,no,2468
82,274045,2725,low,wood,yes,no,yes,22,35,1,yes,3186
96,129617,3790,low,wood,no,yes,yes,28,57,0,yes,2944
14,1217676,4539,high,brick,yes,no,yes,6,75,0,yes,3817
32,1177612,1942,high,steel,yes,no,yes,0,61,2,yes,3835
70,1323156,2262,low,wood,no,no,yes,28,26,0,yes,3963
81,850756,3878,low,brick,no,yes,no,20,34,0,yes,2945
8,727316,4343,low,steel,yes,no,no,8,41,2,yes,2187
35,1211761,3244,high,steel,no,yes,no,25,76,3,no,4212
24,887401,3675,high,brick,yes,yes,yes,4,49,1,no,3339
3,1468336,1268,high,brick,no,no,no,25,72,3,no,3785
81,263142,2957,low,steel,yes,yes,yes,22,73,3,yes,3500
36,1187886,2540,high,brick,no,yes,no,8,36,3,no,3870
51,655418,3751,medium,steel,no,no,yes,27,60,3,yes,4132
81,1429928,4739,high,steel,yes,no,no,12,42,3,no,4709
57,1030879,1052,high,steel,no,yes,no,28,38,2,yes,3957
59,618484,1607,medium,concrete,yes,yes,no,0,27,0,yes,2259
94,513620,5425,high,brick,no,no,yes,24,67,0,yes,3653
89,834436,1822,low,concrete,yes,no,yes,19,67,1,no,3546
22,981144,3879,medium,brick,no,yes,no,14,46,3,yes,3824
37,514556,793,low,wood,no,yes,yes,16,31,1,no,3273
75,616724,1635,medium,concrete,yes,no,no,7,35,2,no,2935
12,546713,1749,high,brick,yes,no,no,14,40,2,yes,2655
21,508645,1039,medium,brick,no,no,no,18,73,3,yes,3003
