age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
58,female,7,hatchback,35469,0,6,40,rural,757,no,no,2927
25,female,3,sports,23867,2,4,7,urban,649,no,yes,3577
28,male,13,sedan,45487,2,4,10,urban,751,no,yes,3480
39,female,9,sedan,27766,1,0,21,urban,679,no,no,2296
68,male,0,truck,34737,2,0,50,suburban,408,no,yes,3176
41,female,3,suv,26213,0,3,23,suburban,507,yes,yes,2512
58,female,0,sedan,33355,3,4,40,suburban,540,no,no,3808
34,male,16,suv,27537,2,7,16,urban,387,no,no,3952
29,female,16,hatchback,7794,1,2,11,suburban,698,no,no,1860
74,female,6,hatchback,49296,3,5,50,rural,561,no,yes,4396
63,male,19,suv,37324,1,3,45,suburban,624,no,no,2705
49,male,14,truck,35858,3,4,31,urban,670,yes,no,3353
32,female,12,sports,47850,2,2,14,urban,404,no,yes,4408
33,female,1,suv,18018,0,4,15,urban,397,yes,yes,2546
71,female,18,suv,22481,3,6,50,urban,786,no,no,4217
39,male,12,suv,20584,4,1,21,rural,395,no,yes,3464
45,female,10,suv,14850,1,2,27,suburban,771,yes,yes,2274
37,female,14,suv,30701,3,6,19,suburban,345,yes,no,4091
50,female,9,truck,46223,1,5,32,urban,330,no,yes,3677
27,male,8,sedan,48952,0,1,9,suburban,707,no,yes,2364
57,male,8,sports,5160,1,6,39,rural,674,yes,yes,2954
49,male,19,sedan,30832,1,0,31,urban,681,yes,no,2004
67,male,0,suv,36210,4,3,49,suburban,788,no,yes,4391
50,female,16,sedan,27290,1,4,32,suburban,608,yes,no,2059
19,male,11,truck,34441,3,3,1,suburban,434,yes,no,2963
50,female,9,hatchback,29886,1,5,32,suburban,627,yes,yes,2894
50,female,4,sedan,37394,2,4,32,urban,498,yes,no,3670
58,female,17,sports,13418,1,1,40,urban,559,yes,no,3126
30,female,14,truck,12081,2,2,12,rural,423,no,no,2590
47,male,5,hatchback,42180,1,2,29,urban,681,no,yes,2670
50,male,6,truck,15114,1,4,32,suburban,806,no,no,2483
30,male,16,suv,23722,3,1,12,suburban,408,no,no,3152
69,male,5,hatchback,26972,2,4,50,suburban,340,no,no,3293
43,male,7,sports,22985,2,4,25,rural,744,no,no,3259
39,female,11,hatchback,10888,4,7,21,urban,445,yes,no,4051
56,male,13,sports,8718,1,6,38,urban,475,yes,no,3739
19,male,11,suv,37147,1,4,1,urban,578,yes,no,3185
55,male,9,sports,48382,3,2,37,suburban,679,no,yes,4100
56,male,19,truck,23309,4,7,38,suburban,464,yes,yes,4274
43,female,14,sedan,24299,4,5,25,suburban,785,yes,yes,3452
63,female,6,truck,46211,3,4,45,rural,660,yes,no,3444
67,female,8,truck,27036,2,2,49,rural,472,yes,no,3562
32,female,9,hatchback,24885,0,0,14,suburban,476,yes,yes,1712
51,female,9,suv,34346,3,1,33,rural,348,no,no,4021
59,male,15,sedan,31691,2,0,41,rural,410,no,no,3036
72,female,6,sports,45042,4,4,50,rural,509,yes,yes,5106
61,female,4,hatchback,22986,3,2,43,urban,454,yes,no,3740
66,female,2,suv,32846,0,1,48,rural,572,no,yes,2637
57,male,17,sedan,46401,1,3,39,suburban,754,no,yes,3076
28,male,10,truck,13192,3,1,10,urban,615,yes,no,2869
20,female,14,suv,44269,0,1,2,rural,514,yes,yes,2163
23,male,19,suv,43487,0,7,5,suburban,629,no,no,2920
26,male,4,suv,14412,3,4,8,rural,443,no,no,3819
23,female,11,truck,20963,2,6,5,suburban,653,yes,yes,2634
26,male,3,sports,38623,3,0,8,suburban,580,yes,no,3956
56,male,14,hatchback,6017,4,0,38,rural,621,no,no,2959
48,male,8,sports,10279,0,7,30,rural,605,yes,yes,2604
49,female,6,sedan,15412,0,3,31,urban,778,no,no,1969
58,female,9,hatchback,12712,1,4,40,rural,689,yes,no,2441
67,female,12,sedan,20817,0,1,49,suburban,363,yes,yes,1850
29,male,7,truck,33080,1,6,11,urban,564,no,no,3405
25,female,11,sports,11624,0,5,7,suburban,305,yes,no,2918
25,male,18,suv,34126,0,0,7,suburban,467,yes,no,2052
67,male,0,hatchback,21579,3,0,49,rural,654,no,yes,2885
45,male,15,suv,20131,3,2,27,suburban,472,no,yes,3627
37,female,16,sedan,42462,4,1,19,rural,418,no,yes,4083
64,female,17,suv,42419,2,4,46,suburban,525,yes,no,3696
24,female,10,suv,28375,4,0,6,urban,473,no,yes,4332
28,female,17,truck,31093,0,7,10,rural,428,no,yes,3173
37,male,6,truck,37525,4,6,19,urban,486,no,yes,4548
33,female,17,sports,34030,3,7,15,rural,362,no,yes,4534
21,male,7,sedan,49067,0,7,3,urban,573,yes,no,3080
23,female,5,truck,10207,0,7,5,rural,509,no,yes,2529
39,female,6,truck,15897,4,4,21,urban,492,yes,no,3880
43,female,9,sports,31639,1,1,25,urban,831,yes,yes,2799
20,male,10,hatchback,7792,2,7,2,rural,481,no,no,3473
58,male,12,sports,5420,4,1,40,rural,527,no,yes,3517
59,male,8,suv,34224,4,0,41,suburban,388,no,no,3985
31,male,6,suv,24198,2,3,13,suburban,443,yes,yes,3223
28,male,8,truck,40608,0,4,10,rural,549,no,no,2715
35,female,12,truck,22415,0,7,17,rural,524,no,yes,2819
71,male,2,sports,45407,1,7,50,urban,467,no,no,4436
29,male,2,sports,22875,4,4,11,urban,409,yes,yes,4710
40,male,0,sedan,9975,2,2,22,suburban,472,no,no,3108
29,male,19,suv,31461,4,6,11,suburban,810,yes,yes,3749
30,female,1,sports,26331,3,1,12,suburban,596,yes,no,4144
42,male,2,hatchback,21893,4,1,24,urban,542,yes,yes,3586
62,female,14,sedan,23243,4,0,44,urban,508,no,yes,3459
68,female,5,sports,20535,3,0,50,urban,542,no,yes,3885
36,female,12,truck,10061,3,0,18,suburban,553,yes,no,2827
72,male,0,sports,6858,2,2,50,rural,381,no,yes,3387
63,female,19,truck,30489,0,6,45,suburban,733,yes,yes,2408
53,male,18,truck,18678,1,7,35,urban,774,no,yes,3033
62,male,0,suv,39833,3,3,44,suburban,842,no,no,3845
25,male,1,suv,24350,0,0,7,suburban,303,no,no,2351
46,male,14,sports,18346,2,0,28,suburban,493,yes,yes,3141
72,male,13,sports,11773,4,5,50,suburban,355,no,yes,4421
70,female,18,hatchback,34465,2,6,50,urban,560,yes,no,3914
72,female,10,sedan,14788,2,0,50,suburban,679,no,no,2554
49,male,14,sedan,37343,3,2,31,urban,786,no,no,3545
68,female,5,sports,42210,1,4,50,suburban,395,no,yes,3707
61,male,19,suv,14247,3,3,43,urban,635,no,yes,3067
35,female,8,hatchback,46983,4,4,17,rural,628,yes,no,4172
23,female,4,sedan,40972,3,7,5,urban,795,yes,yes,4364
35,female,19,sports,21959,4,5,17,urban,818,no,no,4294
36,female,1,suv,28807,3,1,18,rural,424,yes,no,3640
39,female,5,suv,39133,1,1,21,rural,559,yes,no,3172
54,male,17,suv,29218,0,0,36,rural,849,yes,no,1890
49,male,18,truck,26734,1,5,31,rural,307,no,yes,3280
73,female,8,suv,27828,3,4,50,rural,672,no,no,3812
58,male,5,sports,22400,2,2,40,rural,521,no,yes,3627
20,female,13,hatchback,25002,0,3,2,suburban,830,no,yes,1674
45,male,12,sports,37793,2,6,27,suburban,649,yes,no,3897
27,female,10,suv,41492,1,4,9,rural,330,yes,yes,3039
68,female,11,hatchback,37217,0,5,50,urban,657,no,yes,2797
52,female,18,sedan,41226,3,7,34,urban,321,no,yes,4919
46,male,18,sedan,32932,2,5,28,rural,588,no,no,3146
71,male,18,sports,48327,3,6,50,suburban,513,yes,no,4643
32,female,12,hatchback,35875,4,4,14,suburban,464,no,no,4363
50,female,13,sports,30046,0,7,32,urban,439,no,yes,3835
24,male,17,hatchback,28664,2,3,6,rural,669,no,yes,2203
29,male,11,hatchback,29453,1,4,11,suburban,619,yes,no,2356
66,male,3,sports,9746,1,4,48,rural,708,no,yes,2939
47,male,9,hatchback,28973,1,3,29,rural,737,yes,no,2243
38,male,16,suv,18217,1,2,20,urban,312,no,no,2951
48,female,3,hatchback,28362,2,6,30,rural,800,no,no,3095
41,male,11,hatchback,46835,4,5,23,rural,325,no,yes,4629
37,female,12,sports,14133,1,3,19,urban,833,yes,yes,2795
54,female,3,sedan,40809,1,0,36,suburban,375,no,no,2748
21,male,9,truck,45533,1,0,3,rural,665,yes,no,1734
45,male,2,hatchback,10404,4,0,27,urban,790,no,no,3098
61,female,14,truck,38339,0,0,43,suburban,391,yes,yes,2065
37,male,1,hatchback,33725,1,7,19,rural,565,no,no,3702
41,female,16,sports,13796,1,6,23,suburban,798,no,no,3410
67,male,5,sports,26364,1,1,49,urban,469,yes,yes,3598
66,male,7,hatchback,46341,0,2,48,rural,645,yes,yes,2344
68,male,2,sports,6236,1,1,50,urban,527,no,yes,3439
49,female,17,sports,7380,0,4,31,urban,502,no,no,2876
58,male,0,hatchback,44945,0,4,40,rural,745,no,yes,2999
53,female,15,sedan,19538,3,3,35,urban,817,yes,no,3404
70,male,6,hatchback,16971,3,0,50,suburban,431,no,no,3010
51,female,2,sedan,48065,1,7,33,urban,544,yes,no,4521
53,male,3,sports,39285,2,7,35,rural,390,yes,yes,4745
19,female,8,sedan,22917,3,3,1,rural,425,yes,no,3721
32,female,4,sports,43655,3,4,14,suburban,771,no,yes,4333
51,female,18,sedan,16486,2,0,33,rural,541,no,yes,2302
53,female,14,sedan,42410,4,6,35,urban,801,no,yes,4449
23,female,7,hatchback,30446,1,5,5,urban,686,no,no,2897
56,female,5,sedan,26703,4,2,38,rural,306,yes,yes,3724
59,male,17,sports,49191,4,4,41,suburban,387,no,no,5378
68,female,18,hatchback,16399,0,5,50,suburban,444,yes,no,2342
68,female,14,sedan,43829,0,3,50,rural,750,yes,yes,1933
71,female,6,hatchback,17685,1,5,50,urban,630,yes,no,2911
29,male,9,truck,27241,2,3,11,rural,463,no,yes,3129
20,male,5,hatchback,9487,0,4,2,rural,641,no,yes,1621
62,male,13,truck,17018,3,1,44,suburban,300,no,yes,3158
35,female,16,truck,35825,1,7,17,urban,419,yes,yes,3592
57,male,8,hatchback,12750,4,6,39,suburban,763,yes,no,3846
38,male,18,sports,22684,1,6,20,suburban,761,no,yes,3288
32,female,4,sports,48118,0,7,14,urban,348,yes,no,4285
50,female,6,sports,19410,2,2,32,urban,626,yes,no,3088
52,male,18,suv,20105,4,6,34,urban,773,yes,yes,4615
43,female,19,truck,23913,2,5,25,rural,667,no,no,2547
25,female,6,hatchback,41028,1,6,7,urban,586,no,yes,3729
53,female,1,sports,22711,2,5,35,rural,323,no,yes,3935
65,female,15,sports,29967,2,4,47,suburban,592,yes,yes,3978
47,male,12,hatchback,41023,1,6,29,urban,748,no,no,3403
40,female,7,truck,41005,4,4,22,rural,362,no,yes,4381
59,male,5,hatchback,31622,2,6,41,rural,757,yes,no,3655
61,male,5,suv,14497,2,7,43,rural,829,yes,yes,3591
31,male,8,suv,21350,1,3,13,rural,712,no,no,2346
31,male,3,hatchback,27696,3,0,13,suburban,559,no,yes,3324
19,female,10,truck,32470,2,0,1,urban,483,no,no,3307
72,female,4,sports,35889,0,0,50,urban,347,yes,yes,3338
54,female,16,suv,15224,4,3,36,urban,446,no,no,4157
22,male,19,suv,46724,2,0,4,urban,708,yes,yes,2541
55,male,6,truck,10465,1,7,37,urban,739,no,no,3109
62,male,14,suv,21882,0,4,44,urban,757,no,yes,2671
58,female,14,suv,37203,1,1,40,rural,528,yes,no,2620
71,male,13,truck,32944,2,1,50,urban,583,no,yes,3373
64,female,12,hatchback,34837,0,6,46,rural,644,yes,yes,2520
31,female,10,sports,7944,4,1,13,suburban,563,no,yes,4091
73,female,12,sports,29336,4,0,50,rural,677,no,no,4242
56,female,8,suv,43624,4,1,38,suburban,402,no,no,4517
42,male,9,sports,49764,3,5,24,urban,322,no,yes,5203
37,female,3,hatchback,36796,1,0,19,suburban,592,no,no,2805
19,male,16,suv,33789,2,5,1,suburban,566,yes,yes,3610
56,female,13,sports,29222,0,4,38,rural,828,no,yes,2754
23,male,17,sedan,43845,1,5,5,rural,775,no,yes,3205
34,male,10,sedan,5135,2,4,16,suburban,750,yes,no,2175
42,female,15,sedan,20773,3,3,24,suburban,584,no,yes,3471
74,female,0,sedan,47060,2,3,50,urban,612,yes,no,3829
45,female,6,sedan,31447,1,6,27,rural,461,no,no,3306
19,male,9,suv,9033,2,5,1,suburban,421,no,yes,3302
52,female,8,truck,25497,0,2,34,rural,780,yes,no,1939
54,female,2,truck,19178,3,4,36,urban,411,yes,no,3972
22,male,13,suv,11546,0,7,4,urban,538,no,no,3090
18,female,14,suv,13396,3,0,0,suburban,509,yes,yes,2769
57,male,1,hatchback,25978,3,2,39,urban,648,no,yes,3649
29,female,13,truck,48331,2,4,11,suburban,810,yes,no,3070
73,male,15,sedan,17882,0,0,50,rural,301,yes,no,1635
53,male,6,suv,21945,3,4,35,rural,760,yes,yes,3418
62,female,3,sedan,26784,3,4,44,suburban,781,yes,yes,3637
40,male,17,truck,8314,2,7,22,suburban,540,yes,no,2811
64,female,4,sports,23595,1,0,46,suburban,353,no,yes,2850
48,female,5,sports,23755,1,4,30,rural,766,no,yes,3595
28,male,6,suv,37311,4,7,10,rural,408,yes,no,4901
27,female,14,hatchback,35598,4,4,9,urban,579,no,yes,4355
20,male,0,sedan,40449,3,4,2,urban,356,yes,no,4367
71,male,3,suv,40574,1,6,50,rural,513,no,no,3764
31,male,0,hatchback,49729,3,3,13,rural,807,yes,no,3179
33,male,10,sedan,23639,0,1,15,suburban,327,yes,no,1908
27,male,17,truck,36023,1,4,9,rural,503,no,yes,2754
46,male,13,sports,14092,1,6,28,rural,844,yes,yes,3037
27,male,10,hatchback,11382,1,7,9,urban,608,no,yes,2928
29,male,9,sedan,47710,4,0,11,urban,827,yes,yes,3692
47,female,16,suv,8159,2,5,29,suburban,642,yes,no,2366
58,female,3,sedan,10656,2,4,40,urban,517,yes,yes,3363
18,male,14,suv,6452,4,6,0,suburban,386,no,no,4097
22,female,15,sports,47203,4,3,4,rural,330,yes,no,4399
37,female,12,sports,23706,4,6,19,rural,399,no,no,4575
25,female,8,sedan,14862,2,3,7,suburban,614,no,yes,2238
60,female,10,sedan,15219,3,5,42,urban,794,no,no,3753
29,female,10,suv,28481,4,4,11,urban,770,no,no,3764
18,female,5,suv,39536,3,2,0,rural,814,yes,yes,3471
74,male,0,hatchback,11096,3,5,50,urban,630,yes,no,3720
71,female,5,hatchback,42953,0,1,50,suburban,493,yes,yes,2437
37,female,12,hatchback,16855,2,0,19,rural,490,yes,yes,2045
45,female,4,sedan,48262,3,6,27,urban,551,no,no,4670
74,female,14,hatchback,19460,2,0,50,rural,300,no,no,2805
60,male,17,sedan,38937,2,0,42,rural,758,no,yes,2775
54,male,19,sports,26094,0,7,36,urban,389,yes,yes,3450
64,male,13,truck,44358,2,7,46,suburban,817,no,no,3990
54,male,14,sports,32924,3,0,36,urban,782,no,no,3855
29,female,4,sedan,22789,1,3,11,urban,415,yes,no,2889
54,male,3,sedan,5123,3,6,36,urban,372,yes,no,3779
66,male,1,truck,10909,3,7,48,urban,455,yes,no,4166
66,male,6,suv,36854,2,1,48,urban,368,yes,no,3991
73,male,9,suv,8896,3,4,50,urban,770,yes,no,3543
61,female,15,suv,45834,1,4,43,suburban,791,yes,no,3262
73,male,9,hatchback,47141,2,2,50,rural,599,yes,no,3521
45,female,17,suv,22111,4,4,27,suburban,443,no,no,4021
64,male,16,hatchback,12039,3,7,46,urban,505,no,yes,4287
32,female,12,hatchback,49844,3,1,14,suburban,706,no,yes,3658
23,female,0,suv,29099,0,4,5,rural,596,yes,yes,2568
61,male,0,suv,8670,4,3,43,suburban,828,yes,yes,3711
37,male,14,truck,48335,4,5,19,urban,436,no,no,4929
67,male,0,truck,20029,1,4,49,rural,518,yes,yes,2645
31,male,5,hatchback,36811,4,0,13,urban,817,no,no,3321
19,female,12,truck,20793,0,0,1,urban,747,yes,no,1340
26,female,0,hatchback,46318,1,5,8,rural,431,no,no,3575
54,male,4,sedan,25126,4,0,36,rural,662,no,no,3388
37,male,8,hatchback,24228,1,0,19,urban,643,yes,no,1735
43,female,16,hatchback,23595,4,3,25,suburban,317,yes,yes,3827
46,male,15,truck,5972,4,3,28,rural,715,yes,yes,2950
18,female,7,sedan,5360,4,3,0,suburban,840,yes,yes,2942
72,male,16,sports,7632,3,7,50,suburban,452,no,no,4540
52,female,14,sports,40958,4,4,34,rural,631,no,yes,4918
23,female,0,sports,42716,3,5,5,suburban,618,no,yes,4480
54,female,11,sedan,20346,2,0,36,rural,498,no,no,2340
70,female,4,suv,23008,0,2,50,rural,825,no,no,2112
22,female,5,sedan,17120,1,5,4,rural,309,no,yes,2997
50,male,0,truck,35283,1,2,32,rural,438,yes,no,3032
66,female,0,hatchback,12818,2,0,48,suburban,466,no,no,2819
68,male,9,hatchback,10119,4,1,50,suburban,446,yes,yes,3255
31,female,9,truck,35579,0,5,13,rural,702,no,yes,2108
29,female,2,truck,34837,2,7,11,rural,744,yes,no,3579
59,male,16,hatchback,5975,2,4,41,rural,369,yes,no,2531
37,male,18,suv,21265,1,2,19,rural,627,no,yes,2278
70,male,10,suv,9318,3,5,50,urban,528,yes,yes,4175
67,male,17,suv,40081,3,5,49,suburban,618,no,yes,3838
41,female,1,truck,46515,4,3,23,suburban,335,yes,no,4347
60,male,8,hatchback,48069,4,1,42,rural,554,no,yes,4231
51,female,16,hatchback,18134,2,3,33,urban,612,yes,yes,2604
42,male,13,hatchback,44432,4,1,24,urban,634,no,yes,3577
67,male,3,sedan,15841,3,1,49,urban,319,no,no,3548
46,female,16,sedan,31135,0,4,28,rural,597,no,no,2525
74,female,16,sports,17427,1,5,50,urban,320,yes,yes,4000
56,male,11,sedan,45251,3,3,38,rural,777,no,no,3413
48,female,19,suv,39131,4,7,30,urban,771,no,yes,5001
73,female,17,suv,41727,1,3,50,rural,769,no,yes,2665
64,female,2,suv,30165,1,2,46,rural,648,no,yes,2424
60,female,10,suv,6749,2,5,42,suburban,685,yes,no,2774
67,female,17,sports,38308,4,0,49,rural,845,yes,yes,3657
40,female,3,suv,12634,2,0,22,urban,745,yes,no,2235
61,female,16,truck,15614,1,2,43,suburban,398,no,no,2766
55,female,17,truck,29866,2,1,37,urban,354,yes,yes,2976
37,male,4,truck,15282,4,7,19,rural,302,yes,no,4742
40,female,13,sedan,25319,3,2,22,suburban,631,yes,yes,2612
62,male,9,hatchback,41726,0,2,44,rural,734,yes,yes,1767
69,female,14,sports,20412,3,3,50,rural,785,yes,yes,3851
33,female,0,truck,41627,1,2,15,urban,518,yes,yes,3052
67,female,15,truck,13050,3,6,49,urban,510,no,no,4098
59,female,10,suv,29583,2,7,41,urban,795,no,yes,3715
72,male,19,truck,23041,4,1,50,suburban,531,yes,yes,3478
25,male,5,suv,11185,3,0,7,urban,447,no,yes,2999
67,female,15,suv,25812,3,4,49,rural,506,no,yes,3911
38,male,1,hatchback,30832,4,7,20,suburban,659,no,no,4246
18,female,0,sedan,22423,2,7,0,urban,718,no,no,3634
72,female,8,suv,46644,0,5,50,urban,716,no,yes,3448
25,male,11,suv,41786,3,2,7,urban,481,yes,no,4043
46,male,16,hatchback,34665,1,5,28,rural,509,yes,yes,3123
49,female,14,suv,14989,2,2,31,urban,549,no,yes,3212
55,female,18,sports,23208,2,6,37,rural,811,yes,yes,3482
22,male,9,sedan,28054,3,5,4,suburban,438,yes,no,3780
64,female,11,sports,35477,4,3,46,urban,530,yes,yes,4992
39,male,13,truck,35374,3,3,21,rural,311,yes,no,3542
64,female,8,sedan,46220,3,5,46,urban,572,yes,no,4653
51,female,12,truck,8571,4,2,33,urban,787,yes,yes,3039
18,male,2,suv,24576,1,6,0,suburban,389,yes,no,3537
72,male,13,hatchback,14680,4,6,50,suburban,324,no,yes,4208
72,male,9,sports,30706,3,2,50,rural,837,no,no,3863
43,female,15,truck,19318,0,1,25,rural,359,no,no,1817
60,female,6,suv,25659,4,0,42,rural,470,yes,no,3853
27,female,3,sports,10029,1,7,9,suburban,746,no,no,3308
47,female,19,sports,7774,4,7,29,rural,309,yes,yes,4545
67,male,10,truck,21972,4,0,49,suburban,542,no,yes,3814
35,female,15,suv,19048,2,6,17,suburban,477,no,yes,2890
34,female,19,hatchback,38372,2,4,16,urban,556,yes,yes,3800
43,female,3,truck,48188,3,0,25,urban,609,no,yes,3717
25,male,16,sports,46133,3,4,7,rural,815,yes,yes,3640
64,female,12,sports,19689,4,3,46,suburban,514,no,yes,4669
57,female,10,sedan,21737,0,7,39,suburban,329,no,no,3131
66,male,2,suv,21014,3,4,48,suburban,645,yes,no,3632
29,female,8,sedan,26818,4,4,11,urban,364,no,yes,4049
44,female,5,hatchback,38201,4,0,26,suburban,452,no,yes,3945
25,male,10,truck,16144,4,6,7,rural,339,no,no,4299
42,female,15,sports,36001,4,2,24,rural,325,no,no,4390
63,female,18,suv,5867,4,6,45,urban,572,no,yes,4550
21,female,4,sports,32182,2,3,3,rural,458,yes,yes,3667
50,male,13,sedan,19340,1,1,32,suburban,300,yes,no,2368
18,female,16,sedan,16837,1,4,0,suburban,378,yes,no,2324
36,female,2,truck,13787,4,4,18,rural,527,yes,no,3709
48,male,3,suv,5393,3,5,30,urban,626,yes,no,3545
33,male,15,suv,17056,0,4,15,suburban,800,yes,no,1612
31,female,15,truck,48160,4,6,13,suburban,774,no,yes,4265
70,female,3,sedan,49957,0,2,50,urban,654,yes,no,2776
65,female,18,sedan,33429,2,1,47,suburban,423,yes,yes,3047
22,female,16,sedan,36899,1,6,4,rural,723,no,no,2857
58,male,12,sports,37221,2,5,40,rural,551,no,yes,4017
43,female,0,hatchback,25754,3,6,25,urban,813,yes,yes,4200
45,male,11,sedan,49389,3,0,27,urban,806,no,yes,3735
19,male,3,hatchback,25905,4,3,1,rural,785,no,yes,3540
67,female,10,hatchback,29083,3,2,49,urban,777,no,yes,3316
23,female,4,suv,46098,3,1,5,rural,632,no,no,3320
26,male,1,truck,34621,2,3,8,urban,531,yes,yes,3516
50,male,16,sports,25577,0,0,32,rural,841,yes,no,1977
58,female,7,hatchback,41728,1,3,40,suburban,329,no,yes,3108
42,male,5,sports,5663,3,5,24,suburban,472,no,no,3926
65,female,8,suv,24216,3,4,47,rural,767,no,yes,3793
30,female,12,sedan,14265,2,4,12,suburban,775,yes,yes,2506
26,male,10,hatchback,9574,1,2,8,rural,616,no,no,1561
70,male,15,truck,27755,2,3,50,urban,696,yes,no,3088
30,female,15,suv,36241,0,6,12,suburban,424,yes,no,2982
48,male,1,sports,27676,2,4,30,suburban,379,no,no,3934
58,female,9,sedan,26561,1,2,40,suburban,826,no,no,2525
28,female,11,sports,29737,1,2,10,rural,822,no,yes,2796
21,female,7,truck,28390,3,5,3,suburban,695,no,yes,3374
51,male,10,hatchback,31076,0,2,33,urban,388,no,yes,2609
55,female,9,truck,10546,4,0,37,suburban,302,no,no,3339
63,female,12,sports,26280,3,6,45,urban,835,no,yes,4546
21,female,16,sports,37953,2,4,3,suburban,820,yes,no,3407
55,female,6,truck,26037,2,4,37,suburban,370,yes,yes,3518
36,female,2,truck,45576,1,1,18,urban,438,yes,no,2827
23,female,19,truck,33564,1,0,5,suburban,309,no,no,1950
51,female,12,sedan,38597,1,4,33,urban,814,yes,yes,3102
35,female,18,sports,24903,4,5,17,urban,830,yes,no,4936
30,female,6,suv,35806,4,4,12,urban,429,no,yes,4951
58,female,8,sedan,29392,3,1,40,suburban,700,yes,yes,3280
40,female,18,sedan,33087,4,7,22,suburban,520,no,no,4454
36,male,12,sedan,49288,1,3,18,urban,736,yes,yes,2808
62,female,7,suv,49308,3,3,44,suburban,699,no,no,4032
28,female,17,truck,27293,3,0,10,rural,412,no,no,3121
18,female,1,sports,15677,0,2,0,urban,751,no,yes,2226
41,male,17,hatchback,17803,4,1,23,urban,517,yes,no,3513
71,female,17,hatchback,6225,2,7,50,rural,357,no,no,3369
24,male,10,sports,10774,2,1,6,rural,412,yes,yes,2799
42,female,0,suv,18043,0,7,24,urban,421,yes,no,3208
38,female,13,hatchback,21163,1,7,20,rural,707,no,no,2936
32,male,15,sedan,7844,0,4,14,urban,759,yes,no,1885
18,female,10,hatchback,12347,1,5,0,suburban,384,yes,no,2696
29,male,0,sports,25804,4,4,11,rural,699,yes,yes,4328
24,male,6,sedan,41764,4,5,6,urban,655,no,yes,4240
32,female,15,hatchback,32246,3,1,14,urban,398,yes,yes,3514
38,female,13,sports,47458,3,2,20,urban,820,yes,yes,3953
36,female,14,suv,6688,3,3,18,rural,817,yes,yes,2691
46,female,13,sports,22251,3,0,28,suburban,407,yes,yes,3272
42,male,10,suv,17504,2,6,24,suburban,451,yes,no,3387
50,male,15,sedan,44720,3,5,32,rural,326,yes,no,4087
66,female,18,sports,32584,3,3,48,urban,418,no,no,4470
49,male,16,truck,49484,3,0,31,urban,399,no,no,3618
66,male,5,truck,43852,1,2,48,urban,302,no,no,3659
52,female,10,truck,18219,3,1,34,rural,628,no,yes,2700
61,male,16,truck,47972,0,2,43,rural,828,yes,yes,2018
55,male,8,truck,29815,3,5,37,urban,405,yes,no,3984
43,female,17,suv,29623,3,1,25,urban,529,yes,yes,3228
28,male,16,sports,41817,2,7,10,urban,603,yes,yes,4241
52,female,11,sedan,8457,3,4,34,rural,476,no,yes,3088
25,male,4,truck,32855,1,7,7,rural,383,no,yes,3614
63,female,10,truck,41258,4,0,45,suburban,562,yes,yes,3796
31,male,3,sedan,20470,3,4,13,urban,495,yes,no,4131
27,male,3,sedan,23281,3,1,9,urban,548,yes,no,3450
19,female,2,truck,16728,3,6,1,suburban,681,no,yes,3254
63,female,16,suv,43723,2,0,45,urban,757,no,yes,2773
26,female,6,sedan,15162,4,0,8,suburban,708,no,yes,3004
20,female,3,sports,34272,2,4,2,rural,380,yes,no,3680
38,male,12,sports,40488,2,0,20,suburban,711,yes,yes,2938
43,male,11,suv,48341,2,1,25,suburban,505,yes,yes,3701
25,male,0,hatchback,16338,1,7,7,rural,687,no,yes,2923
65,female,18,suv,27296,4,6,47,urban,698,no,yes,4578
19,male,19,truck,16675,1,5,1,suburban,307,no,no,2782
23,male,17,hatchback,29070,1,5,5,suburban,816,yes,no,2572
45,female,10,truck,25080,4,1,27,urban,749,no,yes,3842
70,female,19,sports,18936,1,4,50,suburban,775,yes,no,2723
46,male,2,sedan,15019,4,2,28,rural,641,yes,yes,3125
43,female,16,truck,46182,3,1,25,suburban,372,yes,no,3264
42,male,11,sports,6746,2,5,24,urban,420,no,yes,3923
29,male,9,suv,27768,1,1,11,urban,601,no,no,2488
22,female,7,truck,13325,4,0,4,suburban,533,no,yes,2820
51,male,14,sports,49763,0,0,33,urban,365,no,yes,3109
65,female,4,sedan,9486,1,1,47,urban,529,no,yes,2892
54,female,3,truck,21485,1,4,36,suburban,842,no,yes,2603
32,male,19,sports,19328,4,2,14,suburban,350,yes,no,4104
61,male,18,truck,24112,0,0,43,urban,628,no,no,1693
53,male,3,sedan,49001,0,5,35,suburban,686,no,no,2472
32,female,14,truck,37280,3,6,14,rural,337,yes,no,3969
60,male,16,truck,31576,1,0,42,suburban,472,no,yes,2599
65,female,11,sports,47528,2,5,47,urban,792,no,no,4223
40,female,2,hatchback,20702,1,7,22,rural,754,yes,no,2983
23,male,9,truck,26320,2,7,5,urban,340,no,no,3616
63,female,14,hatchback,23437,2,6,45,urban,428,yes,no,3777
67,male,9,suv,5193,4,2,49,rural,353,yes,yes,3712
61,male,17,truck,30317,1,6,43,suburban,385,yes,yes,3093
60,male,0,hatchback,33482,4,0,42,urban,568,no,no,4664
62,male,2,suv,24343,3,6,44,suburban,595,yes,no,4168
38,male,11,sports,34144,2,4,20,suburban,320,no,yes,3892
40,male,0,truck,16612,0,5,22,rural,514,yes,yes,2523
